"id","puzzle_id","team_id","request","request_time","claimer","claim_time","response","response_time","status"
"51","public-eye-exam","b1cf3a21-9450-48bc-906e-4f8213d1618f","I think this is dartboard related somehow, the E I'm assuming is the bull and the lines are the wires so FP is the inner section, RON is the triple section and MAKC is the outer single section (with the bars at the bottom representing doubles).  From feeders have extracted - PA GRAPH and ALLY, NT LE and TTEE, (don't have Bloodsuckers), G N SS and B AC KFILL.  Do the three sections from each feeder represent three dart throws?

Regardless, don't know how to move on from here!","2024-11-26 18:08:37.634+00","fee3c434-034b-4f1d-8da0-c3a686c74cec","2024-11-26 18:08:53.752+00","Close! The MAKC letters are supposed to be the doubles instead of the outer single section (so each letter is assigned a unique number).
The three sections from each feeder do represent the three dart throws. Is there a way to perhaps convert these letters - summing values together as clued in the flavortext - into 5 sets of 3 numbers, like dart scores?
Let us know if you want a stronger hint.","2024-11-26 18:10:55.231+00","refunded"
"52","public-eye-exam","9b9db35a-7cf0-4753-a648-51949ddaa586","I believe I've gotten the correct feeders for the puzzle, with a possible single error due to a feeder being unsolved.
I've Connected the feeders to their respective parts and split the letters up as shown in the puzzle

I've also realised the eye-exam portion and the text is likely referring to darts, the three parts in each clue being three darts in each round or turn?
From there I'm unsure where to proceed / what I might be missing. 

https://docs.google.com/spreadsheets/d/1SWEZqup0p6eSczAfmT3wR0kwAoOdJAq2XaW_YE4NkDY/edit?usp=sharing","2024-11-26 19:44:17.063+00","fee3c434-034b-4f1d-8da0-c3a686c74cec","2024-11-26 19:44:28.488+00","Hello!
I like the 4 feeders that you've assigned to this puzzle.
You should try to associate each letter with a specific square on a dartboard (E is a bullseye, as you predicted; likewise, F and P are specific cells in the outer ring). The cells are selected to preserve the arrangement of the letters on the dartboard relative to each other (as seen in the eye exam). And the cells have specific score values...
The three parts in each clue refer to each dart throw! Each ""throw"" is going to score a specific amount - the flavortext might help you work out how each dart score is calculated from the letter substrings.
Let us know if you want a stronger hint.","2024-11-26 19:51:04.112+00","refunded"
"53","public-eye-exam","9b9db35a-7cf0-4753-a648-51949ddaa586","So I believe I've been able to accurately get the values for the 'darts' from the letter substrings, and started to assign letters to values / cells on the dart board, however then using those darts and converting them into letters, I've hit a brick wall and am unsure if this is from an error, incorrect assumption / logic, or if I'm simply stuck. A correction / stronger hint / push on the right track would be incredibly helpful, thanks.

https://docs.google.com/spreadsheets/d/1SWEZqup0p6eSczAfmT3wR0kwAoOdJAq2XaW_YE4NkDY/edit?usp=sharing","2024-11-26 21:31:14.42+00","1b35f8d7-e362-4060-8376-e76a7c92b671","2024-11-26 21:32:18.211+00","Hi! Your work on the substing values looks good. The final feeder is not one of the two you have there. There is a single orientation of the darboard so that the bullseye is on the E and the bottom row lands on the corresponding red and green rectangles (the middle red rectangle is not used). So, you can disambiguate F/P by noting which side each letter corresponds to. Similarly, you should correct the mistake you have with A and K (they are flipped). Best of luck!","2024-11-26 21:37:59.827+00","refunded"
"54","public-eye-exam","5424071e-33cf-46bb-b908-fba5bdcbcc55","Have 
PA GRAPH ALLY
NTLETTE
HECR
GNSS
BACKFILL
As the relevant letters from the feeder answers to use. 

Have tried comparing against the regular eye test chart and some letters don’t appear. They also don’t appear in the variant chart at the bottom of the puzzle page (is this meant to go in and out of focus by the way?). 

I think it’s to do with finding the relevant value of each letter and summing for each set to give another number / in turn a letter but struggling to find either the right resource or how to tweak the one that we’ve been provided with. 

The mixture of red and green is throwing me","2024-11-26 23:19:24.957+00","1b35f8d7-e362-4060-8376-e76a7c92b671","2024-11-27 01:40:41.395+00","Hi! You should take each susbtring of letters separately, as indicated by the separated boxes on BACKFILL. Also, HECR is incorrect; so I would try a different answer for that. The value of a letter is its position in the alphabet (a1z26). See if you notice anything about the values you get (it has something to do with the colors on the eye test), and the flavortext, ""scoring you by sums of letter values"". Good luck!","2024-11-27 01:47:42.535+00","refunded"
"55","maize-maze","9b9db35a-7cf0-4753-a648-51949ddaa586","Heyo.

I think I have the set of paths correct I understand correctly, but I'm completely clueless on how to further proceed, and don't particularly have any ideas or hypotheses to start working with. 
Admittedly I only have 6/10 Feeder Answers so I might just not have enough base information, but I also struggled to further solve those. A Kick in the right direction would be greatly appreciated.

https://docs.google.com/spreadsheets/d/1SWEZqup0p6eSczAfmT3wR0kwAoOdJAq2XaW_YE4NkDY/edit?usp=sharing","2024-11-26 23:27:47.975+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:03:35.924+00","Hi! Your paths are correct. To extract, note that the flavor text says you find letters on the ground, indicating that you'll need to extract letters from your feeders at specific points along the path. To do so, I would look to the title of the puzzle for inspiration. Good luck!","2024-11-27 16:04:40.361+00","refunded"
"56","bloodsuckers","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","We think that we are dealing with Braille for this puzzle. And we need to figure out if the right emojis are true or false, but we just can't arrive at the correct answer. We are now getting [fishp][uxyzv]n[eh][dqgn]n[qt]f[lv][eonyz][pl]A for answer. Some of the characteristics we just can't find and some of the emojis we don't understand.","2024-11-27 02:54:02.288+00","5d1374d2-9cc5-48eb-84b2-e183488edff2","2024-11-27 13:51:08.62+00","Hey! You're on the right track, and a lot of your letters are close. There is a single information source you should be able to find by searching something along the lines of 'list of vampire traits'. That may help you decipher some of the emojis, but feel free to request a follow-up if there are specific ones that are confusing!","2024-11-27 14:11:27.755+00","refunded"
"57","gate-lock","476d8e6a-3767-4ac0-ac45-b29c0088de75","I don't have any clue how to begin this one.","2024-11-27 02:56:22.658+00","a29306bd-fd6a-49c7-bb90-45a15abc7117","2024-11-27 11:33:01.695+00","It might help to have the answers of the three metas in front of you. Notice that the [2][4] is bracketed. This might help you extract.","2024-11-27 11:34:13.94+00","answered"
"58","bould-idea","f7792d64-abcc-4c64-9e89-2335553cc459","We believe the theme of this puzzle is about bouldering, but we don't know how to proceed
We speculate that we should search for the type names of each ‘rock’, extract them based on numbers in brackets, and arrange them in ascending order. But we don't know where to find these names.
Can you tell us if our approach is correct and where can we find these names?","2024-11-27 05:09:15.742+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:04:46.851+00","Your approach is correct. Try searching for ""bouldering holds"" or ""climbing wall holds"", or other similar searches. You may need to do multiple searches to find the correct names for all of them.","2024-11-27 16:05:39.238+00","refunded"
"59","shiritori","94112b39-8eb5-4b6b-8595-b08370960fef","Hi Staff

1.bar??
2.carton
3.de??
4.diode
5.elope
6.opera
7.pointbar
8.radio
9.ton??

we got this puzzle is a shiritori game and the images order by alphabet. Please help check the words and give some tips for the rest image(1,3,7,9). Thanks","2024-11-27 07:10:28.991+00","5d1374d2-9cc5-48eb-84b2-e183488edff2","2024-11-27 14:19:30.171+00","Hey! You are correct that this is based on the Shiritori game. Your identifications for images 4, 5, 6, and 8 are correct, but the others are incorrect. Try to string these words together in the fashion of Shiritori and see if you can make a chain!

I'll point out that the alt-text for each image should include enumerations for each answer, which should help you with some of the trickier ID's. ","2024-11-27 14:25:15.209+00","refunded"
"60","objections","c162cc18-2f8e-48f2-a98f-14685e98c6c1","Hello
I think what should be filled in on the horizontal line are the types of OBJECTION, which are ????? , irrelevant and Argumentative, please let me know if I am right. What should I fill in this unknown blank?","2024-11-27 08:01:57.383+00","5d1374d2-9cc5-48eb-84b2-e183488edff2","2024-11-27 14:25:37.083+00","Hello! Your intuition is correct, and your final objection is the intended solution. For the first one, think about the specificity of the question, and for the second one, consider whether Alice would really have any knowledge about growing white roses. ","2024-11-27 14:28:43.518+00","refunded"
"61","bould-idea","9dcd5483-5dc5-4ba2-8a91-087def035484","I have tried searching for all title / flavour text but can't find a way into the puzzle. Can you point me in the right direction?
","2024-11-27 08:12:08.264+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:05:48.977+00","You have a climbing wall with a few holds that all have numbers next to them. I would try to find a way to figure out words that correspond to the holds so that you can extract. Feel free to request another hint if that's not specific enough!","2024-11-27 16:07:28.696+00","refunded"
"62","prefix","c999d819-6bbb-45d8-926e-c4d68b106eeb","hello, we have found the answers to most of the crossword clues, but we dont know how to continue. here are our answers:

py
ming
bag
tcg? kin?

nt?
group
nda
old

lin
ate
nice??
ret

a puzzle??
er
al
e

can you give us a nudge? thank you!","2024-11-27 12:18:04.352+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:07:43.182+00","Your crossword answers are correct (kin not tcg, though I like that answer better!). To progress further, I would look to the title of the puzzle for inspiration, as well as the fact that you have 4 separate groups.","2024-11-27 16:10:02.376+00","refunded"
"63","bloodsuckers","cfe2728e-8530-4ff2-bfd1-4c15be4808b7","Hello! Struggling to get this one, I've identified all of the vamps, I think i know what most emojis mean in terms of vampire lore/powers; maybe not the blood to baby one. I'm assuming this will be a braille extraction when complete but cannot get good braille letters for some of the characters, most notably marceline who seemingly checks every box
","2024-11-27 14:56:15.466+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:10:11.887+00","You are correct that it is a braille extraction. Finding information on the vampires can be difficult, but there should be one complete data set that contains all the information you need. Try searching for something along the lines of ""list of vampire traits"".","2024-11-27 16:11:29.084+00","refunded"
"64","public-eye-exam","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","Could you guide us on how to solve this problem? We think the feeder answers are paragraphically, taking PA GRAPH ALLY, the long word taking NT LE TTEE, hector/clover/garlic, taking H EC R or C LO R or G AR C, guinness taking G N SS, backfills taking B AC KFILL, if E=1, F P=2, R O N = 3, M A K C = 4, adding the points together doesn't seem to be a valid word","2024-11-27 15:32:54.421+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:12:25.493+00","You're off track in terms of letter values. Try thinking about other ways to map letters to numbers. As for the eye chart, I would look to the clause in the flavor text after the semicolon for inspiration.","2024-11-27 16:13:53.856+00","refunded"
"65","record-time","c162cc18-2f8e-48f2-a98f-14685e98c6c1","I found the number of times for each record and converted it using A1Z26, am I doing it right please. Here is my result.
Most shaving cream pies thrown into another person's face with the head facing backwards in 30 seconds	9	I
Most nail shammered using the back of the hands in 30 seconds	 8	H
Fewest charge stops to cross New Zealand, in an electric car	6	F
Most rotating puzzle cubes solved one-handed underwater		8	H
Most hats thrown onto a hat stand in 30 seconds	13	M
Fewest eggs per year for a penguin	2	B
Fewest fights to become a four-belt undisputed world boxing champion	9	I
Most consecutive NFL games kicking at least two field goals	1	K","2024-11-27 15:35:16.696+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:14:05.32+00","Your answers for all except the penguin and field goals are correct as far as the numbers. The extraction method is not A1Z26, however. You'll need more information about each record than just the number to be able to extract.","2024-11-27 16:15:47.179+00","refunded"
"66","public-eye-exam","5424071e-33cf-46bb-b908-fba5bdcbcc55","Apologies, don't understand fully what you mean here...

I get that the letters should be in groups and that they are A1Z26 but the values don't seem to be anywhere near regular eye test values.

PA GRAPH ALLY	17	50	50
NT LE TTEO	34	17	60
			
G N SS	7	14	38
B AC KFILL	2	4	50

Like 34 for example isn't a Snellen value / other eye test notation values (using this https://precision-vision.com/snellen-eye-test-charts-interpretation/)
From what I can find red / green is just for colourblindness?","2024-11-27 16:12:07.47+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:16:06.051+00","I would look to the clause after the semicolon in the flavor text for inspiration. The design of the eye chart is specific and it intentionally does not match a traditional eye test. Good luck!","2024-11-27 16:17:25.339+00","refunded"
"67","public-eye-exam","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","For 1st question, A1Z26? For second question, I don’t seem to see semicolon in the flavor text? Also, we need to spend hints every time we ask a follow-up?","2024-11-27 16:19:38.982+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:20:28.436+00","Yes to A1Z26. And oops, looks like there's a slight discrepancy between the solution doc and the uploaded puzzle. The relevant clause is ""But right now your eyes are darting around..."". And don't worry, I'm refunding your hints. I believe in future hunts we should have a system that allows for follow up, we just weren't able to implement it in time.","2024-11-27 16:23:06.199+00","refunded"
"68","public-eye-exam","5424071e-33cf-46bb-b908-fba5bdcbcc55","There is no semicolon in the flavour text?","2024-11-27 16:20:25.327+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:23:11.385+00","Sorry, it got edited between the solutions doc and uploading. The relevant clause is ""But right now your eyes are darting around..."".","2024-11-27 16:23:39.231+00","refunded"
"69","prefix","f7792d64-abcc-4c64-9e89-2335553cc459","We tried to solve all the clues, and we thought that there may be a common prefix for each of the four sets respectively, but failed.
Our progress are shown in here: 
https://docs.google.com/spreadsheets/d/1zVwhA1dpbL7Hi1uUMD5NZEju0VFBJKEGV6Oslw6f54M/edit?usp=sharing
Please give us some correction or hint. Appreciate!","2024-11-27 16:21:35.185+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:24:20.857+00","Met is correct for the last group. If you're stuck, try doing searches on word databases to see if you can find prefixes that the words have in common.","2024-11-27 16:25:52.049+00","refunded"
"70","maize-maze","5424071e-33cf-46bb-b908-fba5bdcbcc55","Recognise now that this is to do with dropping letters but a lot of the answers seem to have multiple possibilities / none at all assuming letter order needs to be preserved.
For the black route (now assuming the numbers aren't for this puzzle or at least not yet)
HORSE -> HOSE (R) makes sense as that's something that would put out the burning corn
DEVILS BED POST -> EVILS (D)
HELEN OF TROY -> ELEN (H) 
GUINNESS -> None?
ANS TO PREFIX 
BUSING -> USING (B)
WAVER -> WAVE (R)
None of these letters fill me with any confidence.
Apologies for being so useless at these puzzles!","2024-11-27 16:32:15.029+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:58:22.755+00","The numbers are actually what give you the relevant information, not the puzzles on the map. Try mapping the feeders listed at the bottom of the puzzle to the numbers on the map. Hopefully that gives you a better starting point!","2024-11-27 17:00:46.74+00","refunded"
"71","public-eye-exam","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","Could you give some further hints on this one? I tried to A1Z26 in groups and get 17 50 50;34 17 50; 8 8 18(or 3 27 18 or 7 19 3); 7 14 38; 2 4 44; but still don't know how to proceed. For the eye chart, does darting around mean anagram? if so, doesn't seem to get valid answers...","2024-11-27 16:35:59.006+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 17:00:52.236+00","They are ""darting"" around in a more literal sense. The colors on the eye test should also be a clue for how to use the numbers.","2024-11-27 17:02:10.277+00","refunded"
"72","gate-lock","9b9db35a-7cf0-4753-a648-51949ddaa586","I (Of course) have all three Metas, and Recognize that each was a pun, though am unsure if that relates to how to use them here.
I also obviously clocked that 2 and 4 are in square brackets, and am currently assuming that may relate to answer length as I am unsure how to use those with the meta meta answers, and I am now unsure where to go from here. 
","2024-11-27 16:48:50.656+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 16:57:32.398+00","Best I can say up front is to try to use the 2 and the 4 in combination with the meta answers to extract your answer. Let us know if you need more specific guidance.","2024-11-27 16:58:09.717+00","refunded"
"73","public-eye-exam","5424071e-33cf-46bb-b908-fba5bdcbcc55","Finally get that this is a dartboard.
Currently interpreting as follows by row in the eye chart

BULLSEYE -> Red on a Green background
WHITE SINGLE DIGITS -> white background no trebling or doubling factors applied as no green / red bars.
BLACK SINGLE DIGITS -> As above but for black
DOUBLING / TREBLING FACTORS -> Red for black segments and green for white as per dartboard. -> think this one is wrong.

Struggling to see how I should select an individual letter from some groups too.

Currently have this:

17	50	50
17x2	17	20x3
19	9 x3	18
7	7x2	19x2
2	2x2	50

Leading to

F/P	E	E
A/K	F/P	M/C
F/P	R/ON	R/ON
R/O/N	M/C	A/K
R/O/N	M/C	E

Possibly looking at the word ROMANCE at the end?","2024-11-27 17:04:34.845+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 17:15:03.883+00","See if you can get a way to turn the dartboard letters into numbers so that you can map the numbers you extracted from the feeders onto the letters on the dartboard.","2024-11-27 17:15:55.13+00","refunded"
"74","maize-maze","5424071e-33cf-46bb-b908-fba5bdcbcc55","No clue what you mean here. So sorry. Feel really bad for being so crap at this!!
I think I'd tried something before but can't get a letter.","2024-11-27 17:17:37.594+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 17:18:22.861+00","The puzzles at the bottom of the page are listed in order, so you should be able to match them up with the numbers on the map. To then extract letters out of them, I would look to the title of the puzzle for inspiration.","2024-11-27 17:19:01.698+00","refunded"
"75","public-eye-exam","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","Maybe the dart means dartboard? if the letters in eye chart are A1Z26 to numbers, but E should mean the 5 part, but from the color it should mean bulls eye? don't understand why F and P are black and why R, O, N are white. and yet M, A, K, C are respectively their colors of 13, 1, 11 and 3...","2024-11-27 17:18:39.22+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 17:19:23.686+00","The eye chart letter scores are strictly based off of regular dartboard scoring, rather than A1Z26.","2024-11-27 17:19:56.02+00","refunded"
"76","maize-maze","5424071e-33cf-46bb-b908-fba5bdcbcc55","I think my second hint request then still applies. There's multiple possible words / none possible for removing a letter?","2024-11-27 17:20:26.183+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 17:20:51.016+00","Maize and maze are one letter different, but they also have something important in common. You should be able to find similar word pairs for the feeder answers.","2024-11-27 17:22:47.569+00","refunded"
"77","public-eye-exam","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","I'm more confused now...I need to use A1Z26 for letters in words, but not to use A1Z26 for eye chart scores...as I said M, A, K, C are respectively their colors of 13, 1, 11 and 3 but I don't understand why E is bull's eye which is 50 and why f,p are black(I don't see 6 are in black on dartboard...) and if our objective is to transform first letters in words to numbers then from eye chart from numbers to letters, I don't seem to find 1 on 1 relationship...I seem to get qeeqqeAAAg[gn]s[ab][bd]x...","2024-11-27 17:29:25.114+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 17:36:23.69+00","Again, A1Z26 is unrelated to how the dartboard is set up. You'll need to find a picture of a dartboard and look at the scoring on it to solve the puzzle.","2024-11-27 17:37:13.589+00","refunded"
"78","public-eye-exam","5424071e-33cf-46bb-b908-fba5bdcbcc55","No? Now concerned I can't make prime numbers. Can you please confirm if any of what I've done is correct?

PA GRAPH ALLY	17	50	50	17	50	50
NT LE TTEO	34	17	60	17x2	17	20x3
C LO R	3	27	18	3	9 x3	18
G N SS	7	14	38	7	7x2	19x2
B AC KFILL	2	4	50	2	2x2	50

From the eye chart:

5	GR
6 / 16	W
18 / 15 / 14	B
13 / 1 / 11 / 3	RGGR

I'm concerned that none of these are 17 or can make 17. I'm assuming 1 letter per set?","2024-11-27 17:29:49.821+00","1b35f8d7-e362-4060-8376-e76a7c92b671","2024-11-27 17:34:29.857+00","Hi! The third substring from the second feeder (TTEO) looks incorrect; check to make sure you're taking the right letters. The third feeder also looks incorrect; you should only need to take doubles. It is indeed 1 letter per set. The left/right orientation of the eye exam matches the left/right orientation you would expect from a dart board, given the bullseye centered at the E and the outer rim along the bottom row of letters. Hopefully that clarifies things!","2024-11-27 17:37:40.415+00","refunded"
"79","prefix","5424071e-33cf-46bb-b908-fba5bdcbcc55","Have these answers per group

PY
MING
BAG
KIN

NT
GROUP
NDA
OLD

LIN
ATE
NICE
RET

A PUZZLE
ER
AL
E

a) Are any of these incorrect
b) I think this is about common prefixes which would suggest some answers are wrong but even then struggling to find some that would work (A PUZZLE for example wouldn't have a natural prefix even if just another word or letter / letters).
","2024-11-27 17:50:33.037+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 18:06:27.833+00","You answers are all correct. Some of the prefixes may be a little obscure, or may be words that commonly go before those endings as opposed to strictly being ""prefixes"". I would recommend using a word database to search if you're stuck.","2024-11-27 18:07:39.198+00","refunded"
"80","public-eye-exam","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","I already am looking at a dartboard with scores in each part.(Rim is just score, outer red green x2 and inner red green x3 and so on) And as I said, I can understand why MAKC has the respective colors but if they don’t follow A1Z26 that might be just a coincidence that 13 1 11 3 on the rim has the same colors. So I’m just confused why E means bull’s eye and why FP means the black parts and why RON means the white parts. Any hint on those? Also I need to transform letters in brackets using A1Z26 to numbers and then find how numbers correspond to letters on dartboard is this idea right? We have 13 hour time difference I think so I’m staying up to ask questions, just hope you can give some more hints. Thanks a lot!","2024-11-27 18:01:28.8+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 18:03:13.68+00","The way that the eye chart is physically oriented is relevant as well. Imagine that E is the bullseye, and that the letters below it correspond to the sections on the dartboard that are below the bullseye. If you can match the numbers up to the dartboard scoring like that, you should be able to get the answer. I also recommend looking up how scoring changes for the red/green parts on the dartboard.","2024-11-27 18:05:56.838+00","refunded"
"81","prefix","5424071e-33cf-46bb-b908-fba5bdcbcc55","Have BUM / AGE but can't seem to find anything for the others. (happy to be told at this stage!)
A PUZZLE is throwing me - thought maybe write / create / solve / make but too many Es. craft too but no.
","2024-11-27 18:22:51.846+00","5424071e-33cf-46bb-b908-fba5bdcbcc55",,"[REFUNDED]",,"refunded"
"82","maize-maze","5424071e-33cf-46bb-b908-fba5bdcbcc55","White -> ASBEST?S
Black -> PASSIB?E
Screams AS BEST AS PASSIBLE but this is wrong.
Not sure if this is meant to be a cluephrase but no confirmation of the interim step seems odd?","2024-11-27 18:34:51.439+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 18:52:19.058+00","Double check the A in PASSIBLE. You're pretty much there.","2024-11-27 18:52:44.901+00","refunded"
"83","alice","5424071e-33cf-46bb-b908-fba5bdcbcc55","Have recognised that the remaining 4 feeders lead to the names of 4 playing cards which make up something called the flop in Poker.
Jack of Diamonds, Ace of Clubs, 4 of Clubs, Queen of Hearts -> I'm assuming that these will remain as the flop for the entire puzzle.

I'm not sure if I'm understanding the game correctly but I think the 2 cards in your possession are combined with any 3 from the flop to form a hand. These hands then have names and rank higher than others. 

E.g. 
in round 1 I have that their hand would be leading towards a high card (either King of Diamonds / Ace of clubs if that counts as it is in the flop) and my hand would be the same (6 Hearts / Ace of clubs for same reason)

In round 2 I have that their hand would be leading to a two pair and my hand being another high card (5 Hearts / Ace of clubs for same reasoning above).

I'm using the list of hands available at https://www.pokernews.com/poker-hands.htm

I'm also unsure what it means by soldier to the top of the deck -> is this just any playing card / a pictured one?","2024-11-27 19:52:43.25+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 20:08:15.416+00","This is mostly correct, but I would recommend reading up on general poker rules to get a better picture of how the puzzle works if you're unfamiliar. The rules are standard Texas Hold 'Em rules (hence the flop and the turn). As for the last question, think about it in context of the puzzle. Who are you playing against?","2024-11-27 20:11:18.289+00","refunded"
"84","alice","5424071e-33cf-46bb-b908-fba5bdcbcc55","Sadly this one's gonna be impossible - that was all after reading the rules! Thank you for the hunt and gutted to be unable to finish!","2024-11-27 20:12:22.256+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 20:13:31.745+00","Aah you can get there! You're just missing one crucial piece of information regarding the flop (hint: check the size). If you can figure out what's missing, hopefully the puzzle can click for you. Either way, glad you've enjoyed the hunt! We've all been rooting for you; solo solving is no walk in the park.","2024-11-27 20:15:22.259+00","refunded"
"85","alice","5424071e-33cf-46bb-b908-fba5bdcbcc55","What I don't understand is:
The flop is 3 cards so the 4th card is the turn.
Then what happens to those cards? Do they get binned and start again or do they always form the flop / turn?
So essentially is this a case of what would be the 4th card that makes their hand the best possible one?
With regards to the soldier part -> I'm assuming this is another card of the Heart / Club suit (and more than likely this will be the extract actually noticing the bottom part). 
So do they get a bonus card making it 7 cards to choose from?","2024-11-27 20:18:50.07+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 20:19:19.702+00","Those cards form the flop and turn for all 12 hands. In Texas Hold 'Em, there's a fifth card placed in the middle after the flop and the turn that both players can use. So, yes there is another card, but both you and the opponent can use it to form your hands.","2024-11-27 20:21:32.826+00","refunded"
"86","alice","5424071e-33cf-46bb-b908-fba5bdcbcc55","Apologies, one last question (for now) and this is purely over confusion of the rules to TH!
In the flop can both players use the cards or is it like a player A selects what they want and then B situ? Can't really find clarity on this online","2024-11-27 20:22:50.65+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 20:23:22.724+00","Both players can use them.","2024-11-27 20:23:49.831+00","refunded"
"87","alice","5424071e-33cf-46bb-b908-fba5bdcbcc55","Is the first round

You -> 3-C, 6-H, + any other 3 leading to an Ace-C high card situ?
Them -> (10-C/H), Jack-D, Queen-H, King-D, Ace-C (Flush?)

Meaning the 10 of Clubs / Hearts is the bonus card?","2024-11-27 20:31:28.526+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 20:32:42.767+00","They do have a potential straight draw, but they're already winning this hand without an additional card. Instead of thinking about trying to make their hand stronger, try to think about how you can make your hand stronger.","2024-11-27 20:33:30.758+00","refunded"
"88","alice","5424071e-33cf-46bb-b908-fba5bdcbcc55","I don't see how any of the possible hands can work for you.
Royal flush -> not enough cards of the same suit.
Straight flush -> not enough cards of the same suit
4 of a kind -> not enough of the same card
3 of a kind -> same as above
full house -> same as above
straight -> can get 4 cards in a row if the bonus was a 5 but that's not enough.
two pair -> not enough of the same card
one pair -> possible with another 6?
high card -> Ace of clubs guaranteed?","2024-11-27 20:37:17.941+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 20:37:44.309+00","This is all correct. Another 6 is your only out here.","2024-11-27 20:38:09.017+00","refunded"
"89","alice","5424071e-33cf-46bb-b908-fba5bdcbcc55","Have the following as the extra cards for You to get the best possible hand. I’m assuming all of these are wrong?
1. 6 Clubs 
2. 3 Clubs
3. 6 clubs?
4. queen clubs
5. 10 hearts
6. 5 hearts
7. Ace of hearts
8. 9 clubs
9. 4 clubs / 9 spades
10. 9 clubs
11. Ace of clubs
12. 5 clubs","2024-11-27 21:43:18.17+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 22:00:03.243+00","1, 4, 6, 7, 10, and 12 are correct. A common mistake you're making is finding cards that give you a pair but missing that they also give the opponent a pair (for example in round 3, if you get a 6, both you and your opponent would have a pair and you'd split the pot with A/Q/J high; better than losing, but we want a card that wins). There are poker hand evaluation calculators out there online that can also help you find/double check the answers.","2024-11-27 22:02:46.93+00","refunded"
"90","bloodsuckers","1ace0a03-2dc7-477e-89a0-85759d3d0bb2","Hi. Got 'PUNGENT' as the first word here using https://vampires.fandom.com/wiki/Vampire_traits_in_folklore_and_fiction and Braille on the attributes,  but the second word is eluding us. One problem is the icon with the old/sick face and arrow and a baby. The other icon set like this with a syringe, an arrow and a baby refers to creating a new vampire through blood transfusion so this one must also be one of the methods of creating  a new vampire, but none of them seem to fit.

Another problem is that a couple of entries in the Wiki say 'Gifted'. Is that a yes or a no? For example Adventure Time and Flight. These ambiguities all appear in the second word and produce the options : [CF][LV][OZE][LV]E. Tried PUNGENT CLOVE.

Can you confirm that PUNGENT is correct and which of the second word letters are wrong?

Thanks","2024-11-27 21:50:46.271+00","e57dc5ac-d987-4627-b933-ae6347d3f10a","2024-11-27 22:02:53.035+00","PUNGENT CLOVE is correct, but it's cluing the final answer rather than being the final answer, if that makes sense.","2024-11-27 22:04:54.808+00","refunded"
